"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-5-26","7.14","7.10","7.16","7.06","20.47M","0.14%"
"2022-5-25","7.13","7.08","7.23","7.07","31.65M","1.42%"
"2022-5-24","7.03","7.22","7.25","7.03","31.14M","-2.90%"
"2022-5-23","7.24","7.13","7.25","7.12","29.75M","1.40%"
"2022-5-20","7.14","7.09","7.14","7.07","30.83M","1.56%"
"2022-5-19","7.03","6.99","7.03","6.94","17.57M","0.00%"
"2022-5-18","7.03","7.05","7.07","7.00","20.06M","-0.71%"
"2022-5-17","7.08","7.08","7.09","7.02","17.93M","0.43%"
"2022-5-16","7.05","7.08","7.10","7.04","18.98M","-0.42%"
"2022-5-13","7.08","7.01","7.09","7.01","20.25M","0.43%"
"2022-5-12","7.05","7.08","7.10","7.00","24.99M","-0.70%"
"2022-5-11","7.10","7.06","7.15","7.03","39.75M","-0.28%"
"2022-5-10","7.12","7.01","7.12","6.94","22.30M","0.42%"
"2022-5-9","7.09","7.00","7.12","6.98","21.16M","0.71%"
"2022-5-6","7.04","7.06","7.09","6.97","32.25M","-2.49%"
"2022-5-5","7.22","7.15","7.27","7.11","32.47M","0.00%"
"2022-4-29","7.22","6.91","7.24","6.91","49.48M","5.25%"
"2022-4-28","6.86","6.94","6.95","6.75","49.22M","-2.14%"
"2022-4-27","7.01","6.80","7.02","6.72","38.72M","2.19%"
"2022-4-26","6.86","7.11","7.12","6.80","50.43M","-3.52%"
"2022-4-25","7.11","7.39","7.41","7.11","64.61M","-5.83%"
"2022-4-22","7.55","7.61","7.65","7.41","51.99M","-1.05%"
"2022-4-21","7.63","7.91","7.94","7.58","53.95M","-4.15%"
"2022-4-20","7.96","8.15","8.25","7.95","46.09M","-3.98%"
"2022-4-19","8.29","8.20","8.35","8.18","29.77M","-0.24%"
"2022-4-18","8.31","8.35","8.38","8.21","34.95M","0.48%"
"2022-4-15","8.27","8.36","8.45","8.19","53.40M","-2.01%"
"2022-4-14","8.44","8.36","8.52","8.28","60.32M","0.72%"
"2022-4-13","8.38","8.38","8.49","8.30","61.51M","0.96%"
"2022-4-12","8.30","8.21","8.35","8.09","53.21M","1.10%"
"2022-4-11","8.21","8.18","8.43","8.15","94.86M","0.49%"
"2022-4-8","8.17","7.82","8.25","7.82","96.26M","4.74%"
"2022-4-7","7.80","7.91","7.97","7.79","28.88M","-1.89%"
"2022-4-6","7.95","7.85","7.97","7.84","29.21M","0.38%"
"2022-4-1","7.92","7.89","7.92","7.83","28.03M","0.38%"
"2022-3-31","7.89","7.94","7.96","7.86","34.83M","-1.13%"
"2022-3-30","7.98","7.95","7.99","7.85","38.32M","-0.37%"
"2022-3-29","8.01","7.95","8.12","7.92","32.02M","-0.62%"
"2022-3-28","8.06","8.00","8.21","7.88","56.40M","0.62%"
"2022-3-25","8.01","8.00","8.25","7.99","65.91M","0.00%"
"2022-3-24","8.01","7.91","8.09","7.87","52.98M","2.17%"
"2022-3-23","7.84","7.81","7.89","7.79","27.07M","-0.76%"
"2022-3-22","7.90","7.75","7.96","7.72","50.17M","1.41%"
"2022-3-21","7.79","7.65","7.84","7.64","43.40M","0.91%"
"2022-3-18","7.72","7.65","7.74","7.57","47.99M","0.92%"
